freight_value,payment_value,payment_installments,product_weight_g,delivery_days,price,review_score
126.66,576.56,2,4000.0,11.0,449.9,3
68.4,290.77,1,9050.0,8.0,750.0,5
68.4,48.46,1,9050.0,8.0,750.0,5
68.4,479.17,1,9050.0,8.0,750.0,5
12.69,42.69,1,480.0,11.0,30.0,5
12.76,192.66,5,4338.0,9.0,179.9,5
12.65,100.0,1,1800.0,7.0,134.9,5
12.65,47.55,2,1800.0,7.0,134.9,5
8.99,97.99,1,950.0,5.0,89.0,1
9.16,133.06,4,550.0,3.0,123.9,5
38.74,937.64,4,3900.0,19.0,898.9,4
15.0,144.9,1,350.0,12.0,129.9,5
19.01,78.91,7,4100.0,11.0,59.9,5
15.11,45.01,1,850.0,9.0,29.9,5
25.74,224.74,1,950.0,10.0,199.0,5
47.17,377.07,15,15200.0,4.0,329.9,4
23.41,142.41,1,1350.0,20.0,119.0,5
12.83,82.21,1,1200.0,6.0,69.9,5
12.83,0.52,1,1200.0,6.0,69.9,5
9.56,115.46,1,700.0,7.0,105.9,4
15.93,165.9,15,3900.0,2.0,149.97,5
38.25,196.25,2,9750.0,24.0,158.0,5
11.85,26.85,2,340.0,8.0,15.0,5
23.49,144.96,1,650.0,18.0,48.99,5
12.61,112.61,5,2550.0,2.0,100.0,5
8.72,3.41,1,100.0,4.0,12.97,4
8.72,18.28,1,100.0,4.0,12.97,4
61.81,280.81,8,523.0,47.0,219.0,1
11.85,61.75,6,200.0,6.0,49.9,5
9.27,59.17,1,675.0,2.0,49.9,4
21.88,170.88,6,4100.0,8.0,149.0,4
18.23,38.13,3,200.0,23.0,19.9,3
22.38,292.28,4,3000.0,8.0,269.9,5
10.24,53.23,2,1200.0,15.0,42.99,4
21.61,181.51,10,10800.0,12.0,159.9,5
13.64,102.64,2,6350.0,8.0,89.0,1
9.74,49.74,3,400.0,21.0,40.0,3
18.92,257.82,1,1150.0,17.0,238.9,5
15.1,40.1,4,350.0,16.0,25.0,5
20.01,369.01,8,500.0,7.0,349.0,5
43.64,313.54,15,5700.0,11.0,269.9,4
18.87,160.62,1,700.0,9.0,141.75,5
7.9,99.45,1,250.0,7.0,91.55,5
21.3,136.3,1,1900.0,9.0,115.0,5
18.23,63.23,5,200.0,5.0,45.0,5
18.6,128.6,1,1850.0,10.0,110.0,4
74.79,194.79,3,9400.0,11.0,120.0,5
16.66,144.56,3,900.0,7.0,127.9,5
15.24,85.14,4,400.0,12.0,69.9,5
15.1,34.6,2,200.0,17.0,19.5,5
7.81,87.71,1,400.0,2.0,79.9,5
12.09,112.08,1,1200.0,2.0,99.99,5
8.88,53.88,1,800.0,11.0,45.0,5
15.99,335.89,3,500.0,13.0,319.9,5
22.95,50.94,5,300.0,14.0,27.99,5
8.27,53.27,1,50.0,2.0,45.0,4
12.43,82.33,1,2600.0,9.0,69.9,3
27.98,413.88,6,150.0,12.0,385.9,5
19.84,68.82,6,2200.0,9.0,48.98,4
22.91,107.9,3,600.0,12.0,84.99,1
19.75,131.75,10,1450.0,10.0,112.0,5
14.1,53.0,1,300.0,15.0,38.9,4
11.86,51.76,1,467.0,9.0,52.11,5
11.86,12.21,1,467.0,9.0,52.11,5
15.4,191.4,3,300.0,11.0,176.0,4
42.95,174.95,10,300.0,21.0,132.0,5
26.94,83.84,4,700.0,20.0,56.9,3
22.88,308.61,1,11880.0,85.0,79.99,1
15.28,64.28,1,4800.0,2.0,49.0,5
8.11,64.01,1,100.0,2.0,55.9,5
23.12,99.71,2,2478.0,11.0,76.59,5
13.63,100.62,5,2800.0,6.0,86.99,3
53.48,263.46,8,16200.0,20.0,209.98,5
16.11,39.1,1,350.0,12.0,22.99,5
50.85,72.84,1,150.0,30.0,21.99,5
13.1,102.59,1,650.0,6.0,89.49,5
16.46,116.45,1,1550.0,7.0,99.99,3
25.62,235.61,3,2100.0,12.0,209.99,5
27.42,126.42,8,1450.0,9.0,99.0,1
22.2,222.1,10,6600.0,20.0,199.9,4
14.1,47.8,3,67.0,17.0,9.8,4
18.23,86.4,1,450.0,9.0,24.97,5
12.06,92.06,2,40425.0,14.0,80.0,5
14.1,28.09,1,50.0,5.0,13.99,1
11.85,61.85,1,100.0,8.0,50.0,5
12.84,83.58,5,350.0,11.0,70.74,3
12.84,83.58,5,350.0,11.0,70.74,2
10.68,507.84,6,1400.0,16.0,158.0,1
31.16,507.84,6,3900.0,16.0,308.0,1
8.03,236.7,1,200.0,7.0,110.32,5
18.59,68.49,1,1000.0,15.0,49.9,5
14.1,36.0,1,150.0,9.0,21.9,5
7.87,41.12,2,200.0,3.0,33.25,3
19.97,318.97,4,7175.0,21.0,299.0,5
20.74,1220.64,2,700.0,9.0,1199.9,5
15.3,44.2,2,300.0,5.0,28.9,4
15.43,113.08,1,50.0,11.0,97.65,4
27.92,150.91,1,400.0,26.0,122.99,3
40.59,220.58,1,6550.0,29.0,179.99,2
15.11,11.81,1,1150.0,9.0,26.7,5
15.11,30.0,1,1150.0,9.0,26.7,5
26.91,145.66,1,2200.0,27.0,118.75,1
16.14,215.14,8,5650.0,21.0,199.0,3
15.57,247.71,3,490.0,6.0,67.0,4
13.57,77.47,2,156.0,6.0,63.9,5
19.82,102.33,1,1400.0,16.0,82.9,3
19.82,0.39,1,1400.0,16.0,82.9,3
13.52,145.56,1,1400.0,17.0,35.0,5
12.16,231.38,1,3350.0,6.0,219.22,5
7.39,23.29,1,200.0,6.0,15.9,5
15.38,105.28,10,1383.0,8.0,89.9,5
12.69,212.95,10,550.0,8.0,29.9,4
84.52,1004.52,10,8000.0,7.0,920.0,5
11.85,51.84,1,150.0,10.0,39.99,4
43.18,203.08,2,1300.0,25.0,159.9,5
7.46,36.45,1,125.0,14.0,28.99,1
3.31,102.34,3,800.0,4.0,47.9,2
10.14,102.34,3,500.0,4.0,6.9,2
14.14,94.14,3,875.0,7.0,80.0,3
91.13,600.13,10,21150.0,12.0,509.0,3
36.9,424.22,10,9400.0,5.0,120.0,5
12.92,424.22,10,3900.0,5.0,254.4,5
15.25,50.0,1,662.0,18.0,69.9,2
15.25,35.15,3,662.0,18.0,69.9,2
8.74,91.23,1,330.0,2.0,82.49,5
21.18,298.08,1,800.0,19.0,276.9,4
69.21,159.12,1,5650.0,15.0,249.9,1
69.21,159.99,3,5650.0,15.0,249.9,1
23.18,233.18,4,480.0,28.0,210.0,4
8.72,67.42,1,200.0,5.0,58.7,3
16.46,134.45,1,2700.0,15.0,117.99,3
15.91,115.81,1,500.0,2.0,99.9,2
23.73,106.73,5,950.0,7.0,83.0,5
9.51,108.51,2,1100.0,7.0,99.0,4
18.16,148.15,3,1450.0,10.0,129.99,5
24.69,145.18,3,800.0,19.0,47.9,2
49.4,196.34,1,13350.0,17.0,146.94,5
16.11,39.01,1,1000.0,6.0,22.9,5
12.01,84.81,1,400.0,3.0,72.8,5
28.11,133.11,5,2800.0,7.0,105.0,5
12.91,672.4,3,850.0,1.0,659.49,5
26.27,231.27,1,9750.0,14.0,205.0,3
11.05,73.85,1,175.0,13.0,62.8,5
20.05,174.05,2,468.0,11.0,154.0,5
18.23,48.22,1,484.0,11.0,29.99,4
12.79,62.78,4,600.0,10.0,49.99,5
15.23,31.13,1,100.0,9.0,15.9,4
15.34,100.34,1,138.0,12.0,85.0,5
11.85,27.15,1,350.0,6.0,15.3,5
11.47,97.37,3,2100.0,54.0,85.9,1
15.6,199.6,1,1700.0,4.0,184.0,5
18.8,148.7,1,4550.0,6.0,129.9,4
18.07,184.07,8,929.0,24.0,166.0,5
18.31,48.21,1,200.0,9.0,29.9,5
16.18,76.08,1,650.0,8.0,59.9,5
15.1,35.0,3,150.0,14.0,19.9,4
36.16,156.16,2,900.0,39.0,120.0,2
12.48,31.38,1,150.0,12.0,18.9,4
14.1,56.89,1,100.0,7.0,42.79,5
12.06,91.96,1,415.0,11.0,79.9,1
53.47,3602.47,1,3200.0,7.0,3549.0,5
19.1,99.0,3,2200.0,16.0,79.9,4
38.75,528.25,2,600.0,16.0,489.5,1
7.39,22.38,1,190.0,17.0,14.99,1
9.34,25.33,2,200.0,2.0,15.99,5
14.06,82.56,1,800.0,6.0,68.5,5
8.35,164.32,4,363.0,10.0,155.97,1
15.6,136.5,6,1050.0,12.0,120.9,1
23.46,67.44,1,850.0,8.0,43.98,5
22.07,42.07,1,500.0,12.0,20.0,5
16.79,66.59,3,250.0,25.0,49.8,5
15.14,71.04,3,400.0,13.0,55.9,4
17.03,100.93,1,200.0,13.0,83.9,4
8.29,53.29,5,400.0,4.0,45.0,4
30.8,295.8,2,11400.0,5.0,265.0,5
8.29,96.56,4,500.0,4.0,39.99,3
15.1,65.05,3,350.0,32.0,49.95,1
16.95,116.85,1,750.0,13.0,99.9,5
19.39,79.38,1,1225.0,7.0,59.99,5
7.78,42.68,1,255.0,9.0,34.9,5
22.8,1172.45,8,500.0,52.0,1149.65,1
16.8,68.0,1,200.0,7.0,51.2,5
17.92,57.82,1,800.0,40.0,39.9,1
12.35,20.79,1,200.0,9.0,18.74,5
12.35,20.8,1,200.0,9.0,18.74,5
12.35,20.59,1,200.0,9.0,18.74,5
16.35,101.35,4,580.0,4.0,85.0,5
16.46,116.45,5,1200.0,8.0,99.99,5
16.6,66.6,2,6600.0,15.0,50.0,3
59.98,518.98,6,1050.0,10.0,459.0,5
9.06,109.06,6,3250.0,2.0,100.0,4
15.1,44.09,1,150.0,16.0,28.99,5
18.34,84.24,1,500.0,6.0,65.9,4
14.1,42.0,1,400.0,7.0,27.9,3
18.56,205.54,4,1083.0,12.0,186.98,2
7.78,32.68,1,150.0,22.0,24.9,3
12.85,178.85,1,929.0,15.0,166.0,5
16.06,91.0,5,635.0,5.0,28.9,5
16.05,91.0,5,600.0,5.0,29.99,5
18.2,108.1,1,600.0,15.0,89.9,5
20.31,180.3,1,150.0,5.0,159.99,5
7.47,37.46,1,50.0,2.0,29.99,5
18.11,62.16,1,1100.0,13.0,44.05,5
7.53,45.53,1,300.0,7.0,38.0,5
19.32,248.36,4,7625.0,7.0,229.04,5
17.98,122.97,2,1150.0,8.0,104.99,5
19.27,217.27,2,400.0,11.0,198.0,5
14.1,46.0,2,200.0,13.0,31.9,5
21.09,120.09,4,1600.0,19.0,99.0,3
16.39,106.38,2,650.0,11.0,89.99,5
14.79,764.07,8,2650.0,18.0,239.9,1
20.61,115.51,1,650.0,11.0,94.9,5
16.32,96.32,1,1600.0,11.0,80.0,3
27.73,197.72,6,950.0,10.0,169.99,5
21.15,34.8,1,200.0,18.0,13.65,4
19.76,100.75,3,750.0,5.0,80.99,5
17.19,315.69,2,155.0,6.0,298.5,5
21.32,171.22,2,533.0,11.0,149.9,5
27.04,96.94,4,6600.0,9.0,69.9,5
36.6,231.6,3,10825.0,7.0,195.0,5
12.69,52.49,1,650.0,4.0,39.8,5
16.86,153.52,2,1650.0,10.0,59.9,5
18.45,142.45,4,2300.0,9.0,124.0,5
18.0,41.9,1,200.0,10.0,23.9,4
7.39,37.38,1,500.0,7.0,29.99,5
22.85,52.75,1,150.0,28.0,29.9,5
25.7,85.6,1,300.0,14.0,59.9,4
13.8,98.45,4,358.0,2.0,84.65,5
13.75,103.65,1,517.0,14.0,89.9,5
16.58,151.58,7,2150.0,6.0,135.0,5
15.1,33.0,3,300.0,19.0,17.9,3
15.38,95.37,1,250.0,14.0,79.99,3
19.67,88.67,1,800.0,8.0,69.0,5
19.47,214.97,8,217.0,14.0,195.5,3
26.87,205.87,4,7650.0,8.0,179.0,5
12.69,69.36,4,700.0,12.0,21.99,5
14.1,53.1,5,200.0,13.0,39.0,5
29.55,54.55,1,200.0,15.0,25.0,4
10.03,358.83,6,363.0,7.0,348.8,3
17.75,310.65,8,448.0,31.0,292.9,3
31.09,720.98,4,1500.0,20.0,689.89,5
17.88,215.74,8,1350.0,17.0,89.99,5
17.88,215.74,8,1850.0,17.0,89.99,5
14.1,45.95,1,250.0,11.0,31.9,5
14.1,0.05,1,250.0,11.0,31.9,5
19.32,108.64,1,950.0,9.0,35.0,1
19.32,51.22,5,600.0,28.0,31.9,1
22.96,76.86,3,1550.0,13.0,53.9,5
65.21,174.21,5,6550.0,16.0,109.0,4
19.97,124.96,6,1250.0,11.0,104.99,5
27.48,227.47,4,1750.0,13.0,199.99,1
19.07,158.07,2,400.0,11.0,139.0,5
16.35,166.35,2,850.0,4.0,150.0,5
8.72,48.62,1,613.0,19.0,39.9,1
14.15,71.14,3,400.0,10.0,56.99,5
66.08,315.98,4,14600.0,7.0,249.9,5
11.85,50.75,5,350.0,17.0,38.9,5
29.9,168.9,3,1400.0,20.0,139.0,4
22.91,162.81,1,50.0,6.0,139.9,5
8.72,54.62,2,150.0,5.0,45.9,5
13.37,53.37,4,900.0,9.0,40.0,4
8.91,88.9,1,250.0,4.0,79.99,5
13.73,133.46,2,750.0,11.0,53.0,5
15.0,145.74,3,300.0,8.0,57.87,1
15.14,69.04,1,1000.0,7.0,53.9,5
53.18,203.08,1,533.0,12.0,149.9,4
55.58,565.58,1,13450.0,7.0,510.0,4
16.8,183.69,2,2050.0,11.0,166.89,4
14.52,54.42,3,200.0,10.0,39.9,5
27.53,105.53,2,2200.0,16.0,78.0,4
13.58,93.57,1,1400.0,7.0,79.99,5
15.1,30.0,3,150.0,24.0,14.9,1
23.42,143.32,10,5700.0,8.0,119.9,5
65.45,157.45,3,20500.0,11.0,92.0,4
28.77,88.67,3,950.0,17.0,59.9,5
11.9,111.89,1,4475.0,11.0,99.99,5
8.99,127.99,1,350.0,1.0,119.0,5
18.78,97.78,3,2400.0,5.0,79.0,4
5.88,89.67,5,1383.0,8.0,83.79,5
13.48,79.37,3,1613.0,6.0,65.89,4
14.84,217.82,12,1250.0,4.0,59.0,1
14.84,217.82,12,2000.0,4.0,99.9,1
11.15,66.05,4,1850.0,4.0,54.9,4
15.1,40.1,2,450.0,8.0,25.0,5
57.93,237.92,1,10700.0,40.0,179.99,4
16.15,71.15,3,5700.0,9.0,55.0,5
77.22,1372.22,1,6050.0,7.0,1295.0,5
20.94,85.94,4,2100.0,16.0,65.0,2
23.11,98.11,2,1800.0,28.0,75.0,1
120.91,519.91,1,19150.0,16.0,399.0,1
23.3,132.3,1,3700.0,56.0,109.0,1
21.84,161.83,3,6170.0,7.0,139.99,1
17.94,616.94,5,550.0,12.0,599.0,5
11.85,61.84,1,125.0,9.0,49.99,4
15.23,30.23,1,150.0,12.0,15.0,5
28.34,227.34,4,2350.0,7.0,199.0,5
10.96,45.95,1,100.0,6.0,34.99,5
15.23,39.23,1,250.0,30.0,24.0,1
9.74,58.64,1,600.0,5.0,48.9,5
66.84,356.74,2,15100.0,12.0,289.9,5
13.08,72.98,1,200.0,3.0,59.9,5
31.41,461.31,9,3500.0,10.0,429.9,5
24.63,103.63,1,8000.0,5.0,79.0,4
25.63,73.93,1,200.0,25.0,48.3,5
17.96,195.86,2,200.0,10.0,177.9,3
17.86,317.85,6,2301.0,15.0,299.99,5
5.63,355.33,3,100.0,5.0,37.5,4
12.21,355.33,3,550.0,5.0,299.99,4
16.77,131.76,1,700.0,29.0,114.99,4
18.33,51.82,1,105.0,8.0,33.49,5
9.91,140.91,10,1600.0,14.0,131.0,3
17.6,61.5,1,800.0,11.0,43.9,4
12.69,41.69,3,800.0,6.0,29.0,5
13.79,142.86,12,2300.0,11.0,109.9,3
18.16,148.06,1,900.0,12.0,129.9,5
16.94,88.84,2,400.0,13.0,71.9,5
12.79,73.38,5,200.0,3.0,23.9,5
53.61,1653.6,10,2600.0,9.0,1599.99,5
16.79,43.79,4,500.0,16.0,27.0,5
13.82,128.22,4,1000.0,10.0,114.4,1
17.19,151.09,3,1200.0,12.0,133.9,5
17.16,77.06,1,1800.0,27.0,59.9,5
18.23,60.23,1,183.0,28.0,42.0,2
16.15,71.64,1,850.0,15.0,55.49,5
25.25,125.15,6,1950.0,24.0,99.9,5
15.38,105.28,2,1383.0,15.0,89.9,4
11.7,137.58,8,200.0,11.0,44.5,1
20.48,137.58,8,500.0,11.0,60.9,1
66.63,326.62,2,16650.0,20.0,259.99,4
15.13,67.3,3,360.0,8.0,52.17,2
21.75,403.3,5,3300.0,17.0,179.9,5
23.65,213.64,1,550.0,22.0,189.99,1
23.06,91.96,4,1450.0,14.0,68.9,1
51.1,105.82,4,467.0,12.0,54.72,5
16.11,122.22,1,800.0,16.0,45.0,4
16.98,90.1,1,1400.0,18.0,85.0,1
16.98,18.07,1,1400.0,18.0,85.0,1
16.98,59.78,1,1400.0,18.0,85.0,1
16.97,90.1,1,1200.0,18.0,49.0,1
16.97,18.07,1,1200.0,18.0,49.0,1
16.97,59.78,1,1200.0,18.0,49.0,1
15.1,65.0,3,200.0,18.0,49.9,5
16.79,29.69,1,150.0,12.0,12.9,5
8.72,41.42,1,200.0,9.0,11.99,5
17.46,386.46,6,329.0,30.0,369.0,4
29.9,156.89,4,7750.0,15.0,79.0,5
2.99,156.89,4,1000.0,15.0,45.0,5
17.26,162.25,8,1050.0,37.0,144.99,1
23.45,116.42,8,3000.0,23.0,92.97,1
22.02,614.02,3,266.0,6.0,592.0,5
7.78,37.65,1,150.0,5.0,29.87,5
15.1,47.6,1,150.0,26.0,32.5,3
11.85,93.1,1,350.0,10.0,39.5,5
11.85,93.1,1,450.0,10.0,29.9,5
14.66,84.56,1,500.0,7.0,69.9,3
21.66,188.65,10,2350.0,21.0,166.99,5
14.89,94.87,1,7463.0,30.0,79.98,3
16.79,37.68,1,100.0,15.0,20.89,1
34.13,144.12,7,5950.0,11.0,109.99,5
51.03,126.03,3,450.0,14.0,75.0,5
24.82,111.72,1,1383.0,27.0,86.9,1
14.75,413.75,5,2400.0,5.0,399.0,3
7.78,22.24,2,100.0,3.0,14.46,4
13.0,72.9,2,1200.0,4.0,59.9,3
13.02,110.01,1,900.0,6.0,96.99,5
15.79,285.78,1,3750.0,10.0,269.99,3
16.05,36.04,1,117.0,14.0,19.99,5
8.72,47.62,3,300.0,3.0,38.9,5
18.68,177.68,4,450.0,10.0,159.0,5
15.46,115.36,5,500.0,15.0,99.9,4
16.96,266.96,1,750.0,9.0,250.0,4
9.98,264.88,3,300.0,11.0,254.9,5
11.32,110.32,1,1500.0,3.0,99.0,5
21.46,191.46,1,700.0,13.0,170.0,4
17.21,615.11,10,1200.0,13.0,597.9,2
9.94,65.43,1,850.0,4.0,55.49,5
7.79,82.86,3,200.0,1.0,75.07,4
15.79,45.69,2,400.0,12.0,29.9,4
15.1,64.0,1,200.0,16.0,48.9,5
14.1,50.0,2,400.0,20.0,35.9,3
20.4,56.39,1,200.0,26.0,35.99,5
18.7,136.4,10,400.0,83.0,117.7,5
20.01,130.01,6,1200.0,10.0,110.0,5
18.23,46.13,1,550.0,11.0,27.9,5
17.93,44.11,1,1400.0,6.0,26.18,5
16.6,136.5,6,650.0,4.0,119.9,5
83.61,333.51,6,5650.0,9.0,249.9,5
9.0,109.0,1,1050.0,4.0,100.0,5
15.77,224.77,5,1100.0,4.0,209.0,5
22.89,93.78,1,200.0,9.0,24.0,3
17.37,107.27,10,1400.0,8.0,89.9,5
12.22,183.12,1,1100.0,1.0,170.9,5
16.79,60.69,5,290.0,11.0,43.9,5
18.2,108.19,8,250.0,15.0,89.99,5
9.26,58.16,2,750.0,5.0,48.9,4
13.92,93.82,3,1100.0,4.0,79.9,4
19.75,99.65,4,750.0,14.0,79.9,5
7.39,53.38,1,200.0,6.0,45.99,1
15.37,104.37,1,7200.0,13.0,89.0,5
12.96,47.86,1,3700.0,1.0,34.9,5
23.21,113.2,2,1200.0,7.0,89.99,5
9.7,358.5,8,363.0,5.0,348.8,5
23.75,149.65,10,2300.0,8.0,125.9,5
26.66,286.56,4,3650.0,11.0,259.9,4
13.1,91.1,1,3300.0,2.0,78.0,5
15.1,53.4,2,275.0,10.0,11.6,4
11.85,28.75,1,88.0,6.0,16.9,4
12.79,51.89,1,200.0,8.0,44.99,5
12.79,5.89,1,200.0,8.0,44.99,5
16.7,121.6,1,1064.0,15.0,104.9,4
0.0,195.0,5,9750.0,14.0,195.0,5
75.79,369.79,8,18050.0,19.0,294.0,5
13.67,189.57,8,400.0,7.0,175.9,5
17.48,188.63,1,3900.0,8.0,171.15,3
23.21,411.21,4,11100.0,12.0,388.0,5
18.23,63.22,1,250.0,8.0,44.99,5
16.3,236.24,1,600.0,25.0,219.94,5
15.23,35.2,3,350.0,5.0,19.97,5
24.94,94.84,1,2600.0,14.0,69.9,2
16.53,25.0,1,804.0,10.0,48.9,1
16.53,15.43,1,804.0,10.0,48.9,1
15.15,72.14,1,1900.0,11.0,56.99,4
16.79,56.37,1,150.0,12.0,39.58,5
20.96,100.86,3,1850.0,14.0,79.9,5
15.17,75.07,1,900.0,17.0,59.9,5
45.02,500.04,10,10075.0,28.0,79.99,1
15.99,93.99,1,250.0,9.0,78.0,4
33.86,278.86,1,1650.0,12.0,245.0,4
9.45,188.97,2,300.0,7.0,179.52,4
16.28,234.64,2,383.0,17.0,218.36,5
19.06,40.95,1,1075.0,7.0,21.89,3
10.7,279.7,1,6663.0,3.0,269.0,4
27.72,227.62,4,3750.0,21.0,199.9,4
11.85,56.85,1,150.0,27.0,45.0,5
7.39,36.98,1,350.0,4.0,29.59,4
24.94,89.93,1,200.0,20.0,64.99,5
7.78,56.78,2,200.0,3.0,49.0,4
16.79,48.69,1,250.0,7.0,31.9,5
13.46,67.36,1,1500.0,4.0,53.9,3
13.37,223.36,5,5400.0,4.0,209.99,5
8.29,40.19,1,500.0,4.0,31.9,5
15.94,86.83,1,480.0,6.0,70.89,1
16.45,115.35,1,1050.0,10.0,98.9,5
16.32,51.22,1,350.0,7.0,34.9,5
17.16,76.66,2,1500.0,6.0,59.5,3
23.92,183.92,5,1400.0,5.0,160.0,1
7.78,15.78,1,200.0,5.0,8.0,5
16.95,116.85,1,3050.0,4.0,99.9,4
7.78,67.77,4,300.0,6.0,59.99,5
9.33,38.23,1,150.0,12.0,28.9,5
11.3,110.3,3,300.0,12.0,99.0,5
30.28,137.28,4,400.0,23.0,107.0,5
19.56,228.56,1,450.0,8.0,209.0,2
11.15,213.45,1,2000.0,3.0,60.0,4
16.83,72.73,1,100.0,14.0,55.9,5
22.1,252.09,5,1700.0,7.0,229.99,5
7.87,13.87,1,150.0,5.0,6.0,4
24.33,254.23,2,100.0,6.0,229.9,5
34.38,154.38,3,16550.0,22.0,120.0,5
10.64,550.53,1,383.0,6.0,539.89,5
12.0,103.99,1,700.0,11.0,40.0,5
15.31,45.3,1,188.0,6.0,29.99,1
8.88,68.87,2,950.0,3.0,59.99,5
24.48,36.45,3,450.0,12.0,11.97,5
13.71,50.71,1,1025.0,14.0,37.0,5
7.78,78.88,1,400.0,6.0,71.1,5
9.34,44.34,2,900.0,6.0,35.0,3
24.09,240.47,12,16950.0,9.0,184.1,5
20.84,70.74,3,1950.0,12.0,49.9,5
16.63,141.63,2,400.0,10.0,125.0,5
14.52,41.42,1,114.0,12.0,26.9,5
15.72,135.62,1,400.0,14.0,119.9,3
38.74,267.74,4,3700.0,22.0,229.0,4
8.29,33.28,1,600.0,3.0,24.99,5
18.52,226.14,10,556.0,10.0,181.56,1
17.63,56.62,2,200.0,7.0,38.99,5
20.08,105.08,1,3100.0,13.0,85.0,5
62.69,262.67,5,16100.0,23.0,199.98,5
18.51,77.51,1,300.0,13.0,59.0,4
38.95,867.95,3,360.0,49.0,829.0,1
13.51,243.5,3,1700.0,4.0,229.99,5
50.65,217.61,1,12160.0,21.0,166.96,5
18.33,173.32,1,650.0,13.0,25.0,1
11.73,49.72,1,1250.0,1.0,37.99,4
13.47,45.37,4,200.0,19.0,31.9,3
17.07,106.97,2,117.0,10.0,89.9,4
18.0,124.9,6,1200.0,12.0,106.9,1
16.79,57.69,3,400.0,16.0,40.9,1
14.52,64.52,1,300.0,9.0,50.0,5
23.75,317.48,8,1150.0,7.0,134.99,1
12.13,102.12,5,250.0,9.0,89.99,5
25.75,155.65,1,1850.0,7.0,129.9,1
15.34,100.33,3,550.0,14.0,84.99,4
15.19,1015.18,8,500.0,9.0,999.99,5
14.11,31.93,1,583.0,3.0,17.82,5
19.18,410.36,5,100.0,10.0,186.0,5
58.9,175.9,4,9450.0,7.0,117.0,5
11.85,21.75,2,121.0,5.0,9.9,5
7.39,37.38,3,100.0,1.0,29.99,5
30.11,153.1,4,700.0,11.0,122.99,4
12.69,102.18,2,850.0,7.0,38.4,5
14.61,89.6,3,3400.0,4.0,74.99,5
40.88,319.13,1,10100.0,19.0,278.25,3
19.74,2913.47,10,2750.0,12.0,1437.0,3
18.35,388.82,1,5700.0,10.0,370.47,1
15.1,28.75,2,200.0,24.0,13.65,4
15.44,106.02,1,10100.0,2.0,19.9,1
15.23,59.13,2,475.0,12.0,43.9,5
9.41,94.4,1,600.0,8.0,84.99,5
36.36,272.7,5,8225.0,15.0,99.99,2
7.39,22.29,2,300.0,5.0,14.9,4
21.06,46.66,4,6850.0,17.0,139.9,5
21.06,114.3,4,6850.0,17.0,139.9,5
11.85,24.85,1,2100.0,8.0,13.0,4
13.64,102.64,1,5700.0,11.0,89.0,3
19.05,433.05,8,4600.0,3.0,414.0,5
26.61,50.51,1,800.0,17.0,23.9,5
19.96,20.0,1,800.0,8.0,109.9,5
19.96,69.86,1,800.0,8.0,109.9,5
17.62,56.38,1,900.0,14.0,52.99,5
17.62,14.23,1,900.0,14.0,52.99,5
13.71,60.7,3,500.0,9.0,46.99,3
56.84,226.83,3,11875.0,25.0,169.99,4
11.85,61.85,1,100.0,4.0,50.0,5
14.52,49.51,3,200.0,7.0,34.99,3
29.15,328.15,8,400.0,49.0,299.0,1
15.13,69.12,6,200.0,12.0,53.99,2
14.1,30.09,1,200.0,6.0,15.99,1
12.69,6.58,1,400.0,5.0,19.99,5
12.69,26.1,2,400.0,5.0,19.99,5
16.27,89.62,8,950.0,7.0,73.35,4
15.1,44.1,4,200.0,13.0,29.0,5
13.84,342.16,1,214.0,4.0,61.9,4
13.84,342.16,1,105.0,4.0,81.5,4
11.86,65.76,6,1550.0,3.0,53.9,5
27.49,406.49,4,3500.0,17.0,379.0,5
26.29,334.29,3,3900.0,7.0,308.0,5
13.59,49.49,1,250.0,6.0,35.9,5
15.1,65.09,1,200.0,9.0,49.99,1
26.78,253.36,5,2500.0,7.0,99.9,4
11.3,51.29,1,1925.0,2.0,39.99,5
43.6,379.0,7,13800.0,10.0,145.9,2
13.83,213.73,7,2700.0,5.0,199.9,5
21.09,120.09,5,22175.0,18.0,99.0,4
15.94,185.84,1,300.0,22.0,169.9,5
15.59,85.49,1,150.0,11.0,69.9,5
13.37,126.54,1,1500.0,10.0,49.9,2
15.23,61.63,2,180.0,25.0,46.4,1
14.79,114.78,4,4475.0,6.0,99.99,4
17.62,116.62,3,300.0,7.0,99.0,5
20.14,140.11,2,8975.0,5.0,119.97,4
15.67,81.57,1,550.0,10.0,65.9,5
69.59,497.59,1,6317.0,9.0,428.0,5
21.03,98.43,1,1600.0,15.0,77.4,5
25.68,82.67,1,350.0,9.0,56.99,5
25.63,55.63,1,200.0,20.0,30.0,5
43.81,243.71,2,3350.0,64.0,199.9,1
27.13,424.13,8,850.0,33.0,397.0,1
17.93,47.92,1,300.0,27.0,29.99,3
13.75,168.75,2,310.0,3.0,155.0,5
13.45,138.25,5,1300.0,12.0,124.8,4
17.23,314.26,4,1700.0,19.0,139.9,5
9.0,187.8,10,1400.0,9.0,84.9,5
9.0,187.8,10,800.0,9.0,84.9,5
9.44,299.44,10,300.0,4.0,290.0,5
11.73,81.63,5,900.0,5.0,69.9,5
28.13,228.12,4,1575.0,10.0,199.99,3
25.63,75.53,5,400.0,20.0,49.9,4
18.23,38.13,1,150.0,21.0,19.9,4
18.09,137.99,1,1600.0,13.0,119.9,4
16.41,254.01,5,400.0,30.0,237.6,1
